iter	Passed	Remaining
798	14533	3656
799	14556	3639
800	14583	3623
801	14613	3607
802	14637	3591
803	14659	3573
804	14681	3556
805	14712	3541
806	14735	3524
807	14761	3507
808	14786	3491
809	14813	3474
810	14848	3460
811	14864	3441
812	14920	3431
813	14942	3414
814	14960	3395
815	14972	3376
816	14986	3356
817	15001	3337
818	15017	3318
819	15034	3300
820	15049	3281
821	15063	3261
822	15077	3242
823	15096	3224
824	15111	3205
825	15127	3186
826	15141	3167
827	15156	3148
828	15173	3129
829	15191	3111
830	15212	3093
831	15231	3075
832	15249	3057
833	15264	3038
834	15283	3020
835	15299	3001
836	15319	2983
837	15343	2966
838	15365	2948
839	15381	2929
840	15399	2911
841	15418	2893
842	15435	2874
843	15451	2855
844	15466	2837
845	15483	2818
846	15499	2799
847	15514	2780
848	15529	2762
849	15547	2743
850	15562	2724
851	15579	2706
852	15593	2687
853	15613	2669
854	15628	2650
855	15643	2631
856	15656	2612
857	15672	2593
858	15686	2574
859	15704	2556
860	15720	2537
861	15736	2519
862	15752	2500
863	15768	2482
864	15783	2463
865	15800	2444
866	15817	2426
867	15832	2407
868	15846	2388
869	15862	2370
870	15875	2351
871	15892	2332
872	15909	2314
873	15925	2295
874	15941	2277
875	15960	2259
876	15975	2240
877	15991	2222
878	16006	2203
879	16024	2185
880	16040	2166
881	16056	2148
882	16069	2129
883	16086	2110
884	16105	2092
885	16119	2074
886	16135	2055
887	16148	2036
888	16160	2017
889	16177	1999
890	16193	1981
891	16207	1962
892	16221	1943
893	16235	1925
894	16248	1906
895	16262	1887
896	16275	1868
897	16288	1850
898	16301	1831
899	16318	1813
900	16331	1794
901	16345	1775
902	16363	1757
903	16377	1739
904	16391	1720
905	16405	1702
906	16421	1683
907	16434	1665
908	16448	1646
909	16463	1628
910	16478	1609
911	16494	1591
912	16513	1573
913	16528	1555
914	16546	1537
915	16562	1518
916	16577	1500
917	16592	1482
918	16608	1463
919	16626	1445
920	16642	1427
921	16659	1409
922	16674	1391
923	1669924	166924	16707	1354
925	16725	1336
926	16742	1318
927	16759	1300
928	1677929	167929	1679930	167930	1680931	168931	1682932	168932	16843	1209
933	16859	1191
934	16876	1173
935	16891	1154
936	1690937	169937	1692938	169938	1693939	169939	1695940	169940	1697941	169941	1698942	169942	1700943	170943	1701944	170944	170945	171945	172946	172946	172947	173947	173948	173948	173949	173949	173950	174950	174951	174951	174952	174952	174953	174953	17478	842
954	17508	825
955	17529	806
956	17547	788
957	17567	770
958	175959	175959	176960	176960	176961	176961	176962	176962	176963	176963	176964	176964	176965	177965	177966	177966	177967	177967	177968	177968	177969	177969	177970	177970	177971	178971	178972	178972	178973	178973	178974	178974	178975	178975	178976	178976	178977	178977	179978	179978	179979	179979	179980	179980	17953	347
981	17969	329
982	17993	311
983	18011	292
984	18026	274
985	18040	256
986	18063	237
987	18077	219
988	180989	180989	18104	182
990	18116	164
991	18132	146
992	18145	127
993	18159	109
994	18171	91
995	18187	73
996	18198	54
997	18211	36
998	18224	18
999	18236	0
